"2018-01-04","14010","14030","13970","13990","16667","13990"
"2018-01-05","14140","14170","14130","14150","5239","14150"
"2018-01-09","14150","14160","14080","14090","5457","14090"
"2018-01-10","14020","14020","13950","13960","3132","13960"
"2018-01-11","13950","13990","13930","13980","2284","13980"
"2018-01-12","13980","14030","13960","14020","1153","14020"
"2018-01-15","14100","14120","14060","14110","4928","14110"
"2018-01-16","14090","14140","14080","14120","1712","14120"
"2018-01-17","14060","14100","14040","14040","2315","14040"
"2018-01-18","14030","14030","13990","14000","2659","14000"
"2018-01-19","14000","14030","13970","14020","1880","14020"
"2018-01-22","14010","14020","13990","13990","977","13990"
"2018-01-23","14030","14070","14030","14040","1813","14040"
"2018-01-24","14030","14030","13970","14000","852","14000"
"2018-01-25","14060","14110","14050","14100","1975","14100"
"2018-01-26","14020","14060","14010","14030","2383","14030"
"2018-01-29","13930","13940","13900","13910","5200","13910"
"2018-01-30","13860","13870","13760","13760","4324","13760"
"2018-01-31","13820","13860","13810","13840","7363","13840"
"2018-02-01","13930","13950","13910","13920","1282","13920"
"2018-02-02","14010","14030","13990","14010","2186","14010"
"2018-02-05","13910","13910","13870","13900","3453","13900"
"2018-02-06","13860","13890","13790","13870","9468","13870"
"2018-02-07","13790","13800","13760","13770","2463","13770"
"2018-02-08","13670","13670","13610","13620","3898","13620"
"2018-02-09","13590","13640","13550","13620","2388","13620"
"2018-02-13","13650","13650","13620","13620","1517","13620"
"2018-02-14","13630","13640","13540","13560","3815","13560"
"2018-02-15","13570","13710","13570","13680","1804","13680"
"2018-02-16","13640","13670","13620","13620","2288","13620"
"2018-02-19","13600","13620","13590","13610","4182","13610"
"2018-02-20","13630","13630","13580","13590","1232","13590"
"2018-02-21","13560","13580","13550","13570","1328","13570"
"2018-02-22","13550","13550","13470","13500","2783","13500"
"2018-02-23","13490","13490","13470","13470","1453","13470"
"2018-02-26","13470","13550","13470","13540","2448","13540"
"2018-02-27","13540","13560","13510","13510","1138","13510"
"2018-02-28","13430","13430","13380","13390","2852","13390"
"2018-03-01","13330","13340","13300","13320","1558","13320"
"2018-03-02","13270","13280","13220","13220","3158","13220"
"2018-03-05","13250","13290","13250","13280","11535","13280"
"2018-03-06","13320","13360","13320","13320","1434","13320"
"2018-03-07","13400","13420","13350","13350","1834","13350"
"2018-03-08","13330","13370","13330","13330","5139","13330"
"2018-03-09","13330","13360","13320","13340","938","13340"
"2018-03-12","13410","13410","13350","13370","4272","13370"
"2018-03-13","13350","13370","13340","13360","3001","13360"
"2018-03-14","13410","13420","13390","13410","1498","13410"
"2018-03-15","13350","13350","13310","13330","2879","13330"
"2018-03-16","13270","13270","13210","13230","2180","13230"
"2018-03-19","13200","13200","13120","13140","3202","13140"
"2018-03-20","13250","13270","13230","13250","1402","13250"
"2018-03-22","13380","13390","13310","13330","2134","13330"
"2018-03-23","13260","13320","13260","13300","3993","13300"
"2018-03-26","13410","13420","13380","13380","5188","13380"
"2018-03-27","13530","13570","13520","13520","2478","13520"
"2018-03-28","13470","13480","13440","13440","867","13440"
"2018-03-29","13450","13450","13400","13420","881","13420"
"2018-03-30","13500","13500","13330","13330","500","13330"
"2018-04-02","13300","13410","13300","13400","1267","13400"
"2018-04-03","13470","13470","13260","13260","747","13260"
"2018-04-04","13470","13490","13430","13480","2625","13480"
"2018-04-05","13500","13520","13270","13270","1488","13270"
"2018-04-06","13530","13550","13350","13480","5556","13480"
"2018-04-09","13520","13520","13400","13400","700","13400"
"2018-04-10","13520","13550","13430","13530","1205","13530"
"2018-04-11","13600","13630","13590","13590","868","13590"
"2018-04-12","13710","13710","13660","13670","808","13670"
"2018-04-13","13590","13690","13590","13610","587","13610"
"2018-04-16","13660","13730","13610","13610","2270","13610"
"2018-04-17","13700","13700","13640","13650","1381","13650"
"2018-04-18","13670","13690","13650","13650","1101","13650"
"2018-04-19","13660","13780","13660","13770","3876","13770"
"2018-04-20","13710","13720","13690","13720","1138","13720"
"2018-04-23","13640","13680","13620","13650","1082","13650"
"2018-04-24","13650","13700","13650","13700","979","13700"
"2018-04-25","13740","13740","13570","13570","942","13570"
"2018-04-26","13700","13750","13700","13750","3465","13750"
"2018-04-27","13670","13740","13620","13740","935","13740"
"2018-05-01","13630","13700","13590","13700","1229","13700"
"2018-05-02","13590","13640","13590","13630","396","13630"
"2018-05-07","13610","13630","13580","13580","574","13580"
"2018-05-08","13600","13600","13550","13550","762","13550"
"2018-05-09","13600","13700","13590","13590","591","13590"
"2018-05-10","13640","13680","13640","13680","729","13680"
"2018-05-11","13600","13720","13520","13610","1677","13610"
"2018-05-14","13650","13700","13630","13630","925","13630"
"2018-05-15","13650","13720","13650","13670","904","13670"
"2018-05-16","13500","13650","13500","13650","2244","13650"
"2018-05-17","13520","13520","13480","13510","4629","13510"
"2018-05-18","13590","13590","13540","13540","958","13540"
"2018-05-21","13580","13590","13560","13580","706","13580"
"2018-05-22","13590","13600","13510","13510","737","13510"
"2018-05-23","13600","13600","13510","13510","841","13510"
"2018-05-24","13480","13480","13420","13430","2412","13430"
"2018-05-25","13530","13540","13420","13420","964","13420"
"2018-05-28","13480","13520","13450","13520","841","13520"
"2018-05-29","13470","13490","13410","13490","520","13490"
"2018-05-30","13540","13540","13360","13390","5104","13390"
"2018-05-31","13350","13440","13350","13410","993","13410"
"2018-06-01","13340","13490","13340","13490","686","13490"
"2018-06-04","13360","13450","13360","13450","747","13450"
"2018-06-05","13470","13470","13430","13430","275","13430"
"2018-06-06","13500","13540","13410","13410","1069","13410"
"2018-06-07","13500","13540","13500","13510","2905","13510"
"2018-06-08","13480","13510","13430","13470","787","13470"
"2018-06-11","13520","13530","13470","13510","285","13510"
"2018-06-12","13570","13580","13550","13550","560","13550"
"2018-06-13","13550","13590","13540","13590","817","13590"
"2018-06-14","13600","13600","13530","13530","529","13530"
"2018-06-15","13600","13670","13590","13640","1726","13640"
"2018-06-18","13480","13480","13380","13450","2117","13450"
"2018-06-19","13380","13390","13320","13360","3993","13360"
"2018-06-20","13310","13450","13270","13450","2244","13450"
