,Date,Open,High,Low,Close,Volume,Trading Value,index,Close_1309,Date_1309,diff_1309,Close_1322,Date_1322,diff_1322,Close_1326,Date_1326,diff_1326,Close_1343,Date_1343,diff_1343,Close_1543,Date_1543,diff_1543,Close_1551,Date_1551,diff_1551,Close_1633,Date_1633,diff_1633,Close_1678,Date_1678,diff_1678,Close_1681,Date_1681,diff_1681,Close_1682,Date_1682,diff_1682,Close_1698,Date_1698,diff_1698
51,2018-03-22,4860,4955,4855,4940,340000,4940,51,32100,2018-03-22,0.037156704361873905,5860,2018-03-22,0.015597920277296451,13330,2018-03-22,0.0022556390977443996,1800,2018-03-22,0.008403361344537785,31950,2018-03-22,0.009478672985782088,5010,2018-03-22,0.03298969072164959,28510,2018-03-22,0.0200357781753131,169,2018-03-22,0.011976047904191711,1584,2018-03-22,0.021935483870967776,176,2018-03-22,0.011494252873563315,1844,2018-03-22,0.027870680044593144
52,2018-03-23,4800,4865,4690,4700,693800,4700,52,30950,2018-03-23,-0.03281250000000002,5770,2018-03-23,0.012280701754386003,13300,2018-03-23,-0.005979073243647215,1785,2018-03-23,0.0045019696117050145,31650,2018-03-23,0.019323671497584627,4850,2018-03-23,0.011470281543274341,27950,2018-03-23,0.007207207207207134,167,2018-03-23,0.0121212121212122,1550,2018-03-23,0.010430247718383301,174,2018-03-23,-0.011363636363636354,1794,2018-03-23,0.0
53,2018-03-26,4650,4780,4640,4745,913300,4745,53,32000,2018-03-26,-0.01538461538461533,5700,2018-03-26,-0.020618556701030966,13380,2018-03-26,-0.010355029585798814,1777,2018-03-26,-0.0033651149747616627,31050,2018-03-26,-0.001607717041800627,4795,2018-03-26,-0.01741803278688525,27750,2018-03-26,-0.034782608695652195,165,2018-03-26,-0.0119760479041916,1534,2018-03-26,-0.0077619663648124115,176,2018-03-26,0.005714285714285783,1794,2018-03-26,-0.016447368421052655
54,2018-03-27,4790,4865,4770,4865,736200,4865,54,32500,2018-03-27,0.012461059190031154,5820,2018-03-27,0.015706806282722585,13520,2018-03-27,0.005952380952380931,1783,2018-03-27,-0.006131549609810438,31100,2018-03-27,-0.011128775834658211,4880,2018-03-27,0.0030832476875641834,28750,2018-03-27,0.009126009126009027,167,2018-03-27,-0.005952380952380931,1546,2018-03-27,-0.002580645161290307,175,2018-03-27,0.0,1824,2018-03-27,-0.006535947712418277
55,2018-03-28,4780,4810,4740,4805,630000,4805,55,32100,2018-03-28,0.0031250000000000444,5730,2018-03-28,0.012367491166077826,13440,2018-03-28,0.0014903129657228842,1794,2018-03-28,-0.006094182825484795,31450,2018-03-28,-0.004746835443038,4865,2018-03-28,-0.012182741116751217,28490,2018-03-28,-0.010763888888888906,168,2018-03-28,0.012048192771084265,1550,2018-03-28,-0.0012886597938144284,175,2018-03-28,0.0,1836,2018-03-28,-0.004878048780487809
56,2018-03-29,4875,4985,4875,4955,785900,4955,56,32000,2018-03-29,-0.004665629860031051,5660,2018-03-29,-0.047138047138047146,13420,2018-03-29,0.006751687921980443,1805,2018-03-29,0.0005543237250553723,31600,2018-03-29,0.019354838709677358,4925,2018-03-29,-0.03241650294695486,28800,2018-03-29,-0.014373716632443578,166,2018-03-29,-0.005988023952095856,1552,2018-03-29,0.005832793259883395,175,2018-03-29,-0.005681818181818232,1845,2018-03-29,-0.004854368932038833
57,2018-03-30,5020,5060,4945,5040,602800,5040,57,32150,2018-03-30,-0.0031007751937984773,5940,2018-03-30,0.024137931034482696,13330,2018-03-30,-0.0052238805970149516,1804,2018-03-30,-0.0033149171270717703,31000,2018-03-30,-0.0064102564102563875,5090,2018-03-30,0.005928853754940677,29220,2018-03-30,-0.004089979550102263,167,2018-03-30,-0.005952380952380931,1543,2018-03-30,-0.0012944983818770073,176,2018-03-30,0.0,1854,2018-03-30,-0.003225806451612856
58,2018-04-02,5080,5080,4995,5000,484800,5000,58,32250,2018-04-02,-0.0030911901081916993,5800,2018-04-02,0.0,13400,2018-04-02,0.010558069381598756,1810,2018-04-02,-0.000552181115405892,31200,2018-04-02,0.024630541871921263,5060,2018-04-02,0.007968127490039834,29340,2018-04-02,0.023726448011165413,168,2018-04-02,-0.0117647058823529,1545,2018-04-02,0.0006476683937823857,176,2018-03-30,0.011494252873563315,1860,2018-04-02,-0.004282655246252709
59,2018-04-03,4990,5100,4980,5040,751800,5040,59,32350,2018-04-03,0.01569858712715866,5800,2018-04-02,-0.016949152542372836,13260,2018-04-03,-0.016320474777448024,1811,2018-04-03,-0.002753303964757703,30450,2018-04-03,0.006611570247933907,5020,2018-04-03,0.007021063189568633,28660,2018-04-03,0.0,170,2018-04-03,0.0,1544,2018-04-03,-0.010890454836643193,174,2018-04-03,0.0,1868,2018-04-03,0.007551240560949246
60,2018-04-04,5050,5180,5030,5130,822500,5130,60,31850,2018-04-04,-0.009331259720062213,5900,2018-04-04,0.0,13480,2018-04-04,0.015825169555388152,1816,2018-04-04,-0.0016492578339747377,30250,2018-04-04,-0.0016501650165016146,4985,2018-04-04,-0.002002002002001957,28660,2018-04-03,-0.04018754186202278,170,2018-04-04,0.00591715976331364,1561,2018-04-04,0.011010362694300557,174,2018-04-04,-0.016949152542372836,1854,2018-04-04,-0.011199999999999988
61,2018-04-05,5200,5250,5170,5210,591500,5210,61,32150,2018-04-05,0.006259780907668322,5900,2018-04-04,-0.013377926421404673,13270,2018-04-05,-0.015578635014836806,1819,2018-04-05,0.011117287381878782,30300,2018-04-05,0.014056224899598346,4995,2018-04-05,0.003012048192771122,29860,2018-04-05,0.010148849797023018,169,2018-04-05,0.0,1544,2018-04-05,-0.0006472491909385036,177,2018-04-05,0.005681818181818121,1875,2018-04-05,0.00536193029490617
62,2018-04-06,5220,5270,5190,5200,597800,5200,62,31950,2018-04-06,-0.0015625000000000222,5980,2018-04-06,0.006734006734006703,13480,2018-04-06,0.005970149253731405,1799,2018-04-06,-0.008269018743109147,29880,2018-04-06,0.0,4980,2018-04-06,0.00809716599190291,29560,2018-04-06,-0.0013513513513513375,169,2018-04-06,-0.00588235294117645,1545,2018-04-06,0.0032467532467532756,176,2018-04-06,-0.005649717514124242,1865,2018-04-06,-0.000535905680600246
63,2018-04-09,5200,5290,5170,5240,455800,5240,63,32000,2018-04-09,-0.01538461538461533,5940,2018-04-09,0.0033783783783782884,13400,2018-04-09,-0.00960827790096086,1814,2018-04-09,-0.008201202843083677,29880,2018-04-09,-0.01059602649006619,4940,2018-04-09,-0.002020202020202033,29600,2018-04-09,-0.013333333333333308,170,2018-04-09,0.0,1540,2018-04-09,-0.020356234096692072,177,2018-04-09,0.0,1866,2018-04-09,-0.0026723677177979965
64,2018-04-10,5240,5350,5240,5240,559100,5240,64,32500,2018-04-10,-0.02108433734939763,5920,2018-04-10,0.003389830508474523,13530,2018-04-10,-0.004415011037527616,1829,2018-04-10,0.007158590308369961,30200,2018-04-10,-0.014681892332789603,4950,2018-04-10,0.0040567951318457585,30000,2018-04-10,0.00536193029490617,170,2018-04-10,0.00591715976331364,1572,2018-04-10,-0.010075566750629705,177,2018-04-10,0.005681818181818121,1871,2018-04-10,0.0016059957173446548
65,2018-04-11,5200,5220,5020,5090,593800,5090,65,33200,2018-04-11,-0.005988023952095856,5900,2018-04-11,0.01724137931034475,13590,2018-04-11,-0.005852231163130939,1816,2018-04-11,-0.0038398244651672853,30650,2018-04-11,-0.02076677316293929,4930,2018-04-11,0.004073319755600879,29840,2018-04-11,0.0036999663639420977,169,2018-04-11,0.01807228915662651,1588,2018-04-11,0.00825396825396818,176,2018-04-11,0.0,1868,2018-04-11,0.0037614185921548415
66,2018-04-12,5110,5210,5110,5180,533300,5180,66,33400,2018-04-12,0.004511278195488799,5800,2018-04-12,-0.013605442176870763,13670,2018-04-12,0.004408523144746601,1823,2018-04-12,0.005515719801434171,31300,2018-04-12,0.0016000000000000458,4910,2018-04-12,-0.006072874493927127,29730,2018-04-12,-0.00800800800800805,166,2018-04-12,-0.005988023952095856,1575,2018-04-12,0.0031847133757962887,176,2018-04-11,0.0,1861,2018-04-12,-0.0010735373054213682
67,2018-04-13,5210,5230,5150,5170,413400,5170,67,33250,2018-04-13,0.032608695652173836,5880,2018-04-13,0.0,13610,2018-04-13,0.0,1813,2018-04-13,0.007222222222222241,31250,2018-04-13,-0.0234375,4940,2018-04-13,0.006109979633401208,29970,2018-04-13,-0.0026622296173044457,167,2018-04-13,0.0,1570,2018-04-13,0.012903225806451646,176,2018-04-11,0.0,1863,2018-04-13,-0.002676659528907943
68,2018-04-16,5160,5180,5120,5140,319600,5140,68,32200,2018-04-16,0.0031152647975076775,5880,2018-04-16,-0.006756756756756799,13610,2018-04-16,-0.00293040293040292,1800,2018-04-16,-0.0016638935108153063,32000,2018-04-16,-0.03469079939668174,4910,2018-04-16,0.008213552361396204,30050,2018-04-16,0.0,167,2018-04-16,-0.005952380952380931,1550,2018-04-16,-0.003215434083601254,176,2018-04-16,-0.005649717514124242,1868,2018-04-16,0.0005356186395286677
69,2018-04-17,5160,5180,5120,5150,340400,5150,69,32100,2018-04-17,0.006269592476489061,5920,2018-04-17,0.034965034965035,13650,2018-04-17,0.0,1803,2018-04-17,-0.009340659340659307,33150,2018-04-17,-0.010447761194029903,4870,2018-04-17,-0.00915564598168872,30050,2018-04-16,-0.006611570247933907,168,2018-04-17,-0.00591715976331364,1555,2018-04-17,-0.006389776357827448,177,2018-04-17,0.005681818181818121,1867,2018-04-17,-0.0074428495481126955
70,2018-04-18,5190,5230,5150,5210,256500,5210,70,31900,2018-04-18,-0.0015649452269170805,5720,2018-04-18,-0.01718213058419249,13650,2018-04-18,-0.008714596949891074,1820,2018-04-18,-0.001645639056500281,33500,2018-04-18,-0.017595307917888547,4915,2018-04-18,-0.005060728744939236,30250,2018-04-18,0.0,169,2018-04-18,0.005952380952380931,1565,2018-04-18,0.0038486209108403724,176,2018-04-18,0.0,1881,2018-04-18,0.0005319148936169249
71,2018-04-19,5240,5250,5120,5140,362300,5140,71,31950,2018-04-19,0.0,5820,2018-04-19,-0.011884550084889645,13770,2018-04-19,0.0036443148688045657,1823,2018-04-19,-0.0016429353778751876,34100,2018-04-19,-0.0014641288433382416,4940,2018-04-19,0.0010131712259371373,30250,2018-04-19,0.0,168,2018-04-19,0.0059880239520957446,1559,2018-04-19,0.0,176,2018-04-19,0.0,1880,2018-04-19,0.0
72,2018-04-20,5100,5150,5090,5110,458200,5110,72,31950,2018-04-20,0.0,5890,2018-04-20,-0.0016949152542372614,13720,2018-04-20,0.00512820512820511,1826,2018-04-20,-0.002730748225013624,34150,2018-04-20,0.004411764705882337,4935,2018-04-20,-0.010030090270812475,30250,2018-04-20,-0.0016501650165016146,167,2018-04-20,-0.005952380952380931,1559,2018-04-20,-0.003833865814696469,176,2018-04-20,0.0,1880,2018-04-20,0.0
73,2018-04-23,5140,5150,5070,5090,458100,5090,73,31950,2018-04-23,-0.015408320493066285,5900,2018-04-23,-0.011725293132328285,13650,2018-04-23,-0.0036496350364964014,1831,2018-04-23,-0.004350190320826508,34000,2018-04-23,0.05263157894736836,4985,2018-04-23,-0.010912698412698374,30300,2018-04-23,-0.021001615508885352,168,2018-04-23,0.030674846625766916,1565,2018-04-23,0.0006393861892584063,176,2018-04-23,0.0,1880,2018-04-23,-0.004764425622022284
74,2018-04-24,5120,5170,5070,5160,325600,5160,74,32450,2018-04-24,-0.007645259938837912,5970,2018-04-24,0.015306122448979664,13700,2018-04-24,0.009579955784819516,1839,2018-04-24,0.0,32300,2018-04-24,0.0,5040,2018-04-24,-0.0039525691699604515,30950,2018-04-24,0.0016181229773462036,163,2018-04-24,0.03164556962025311,1564,2018-04-24,-0.006353240152477735,176,2018-04-24,0.0,1889,2018-04-24,-0.001585623678646897
75,2018-04-25,5160,5190,5110,5130,327600,5130,75,32700,2018-04-25,0.013953488372093092,5880,2018-04-25,0.01379310344827589,13570,2018-04-25,-0.013090909090909042,1839,2018-04-25,-0.0027114967462038564,32300,2018-04-25,-0.009202453987730008,5060,2018-04-25,0.01200000000000001,30900,2018-04-25,0.0,158,2018-04-25,0.019354838709677358,1574,2018-04-25,0.0012722646310432406,176,2018-04-25,0.005714285714285783,1892,2018-04-25,-0.004210526315789442
76,2018-04-26,5230,5240,5170,5230,558400,5230,76,32250,2018-04-26,0.0015527950310558758,5800,2018-04-26,0.005199306759098743,13750,2018-04-26,0.0007278020378456151,1844,2018-04-26,-0.00324324324324321,32600,2018-04-26,-0.01062215477996964,5000,2018-04-26,0.004016064257028162,30900,2018-04-26,-0.022151898734177222,155,2018-04-26,-0.01898734177215189,1572,2018-04-26,0.014193548387096744,175,2018-04-26,-0.011299435028248594,1900,2018-04-26,-0.001051524710830698
77,2018-04-27,5450,5670,5440,5650,1508300,5650,77,32200,2018-04-27,-0.004636785162287493,5770,2018-04-27,-0.003454231433506094,13740,2018-04-27,0.0029197080291971655,1850,2018-04-27,-0.003769520732364029,32950,2018-04-27,0.02968750000000009,4980,2018-04-27,-0.007968127490039834,31600,2018-04-27,-0.00784929356357933,158,2018-04-27,-0.012499999999999956,1550,2018-04-27,-0.003215434083601254,177,2018-04-27,0.023121387283236983,1902,2018-04-27,0.0021074815595363283
78,2018-05-01,5750,5840,5700,5790,753500,5790,78,32350,2018-05-01,-0.0015432098765432167,5790,2018-05-01,-0.0017241379310344307,13700,2018-05-01,0.005135730007336692,1857,2018-05-01,0.00869092884302014,32000,2018-05-01,0.015873015873015817,5020,2018-05-01,-0.011811023622047223,31850,2018-05-01,0.014331210191082855,160,2018-05-01,-0.012345679012345734,1555,2018-05-01,-0.009554140127388533,173,2018-05-01,-0.005747126436781658,1898,2018-05-01,0.004764425622022284
79,2018-05-02,5810,5820,5600,5650,439400,5650,79,32400,2018-05-02,-0.007656967840735107,5800,2018-05-02,0.0,13630,2018-05-02,0.003681885125184081,1841,2018-05-02,-0.0064759848893686245,31500,2018-05-02,-0.02021772939346811,5080,2018-05-02,0.0,31400,2018-05-02,0.0,162,2018-05-02,0.006211180124223503,1570,2018-05-02,0.012903225806451646,174,2018-05-02,0.0,1889,2018-05-02,-0.0005291005291004902
80,2018-05-07,5680,5680,5510,5530,521200,5530,80,32650,2018-05-07,-0.018045112781954864,5800,2018-05-07,-0.011925042589437829,13580,2018-05-07,0.0022140221402213722,1853,2018-05-07,0.0043360433604335835,32150,2018-05-07,0.0015576323987538387,5080,2018-05-07,-0.0019646365422396617,31400,2018-05-02,-0.018750000000000044,161,2018-05-07,0.02547770700636942,1550,2018-05-07,0.009771986970684043,174,2018-05-07,0.0,1890,2018-05-07,-0.0031645569620253333
81,2018-05-08,5520,5540,5460,5480,562300,5480,81,33250,2018-05-08,-0.0015015015015015232,5870,2018-05-08,-0.008445945945945943,13550,2018-05-08,-0.0029433406916851146,1845,2018-05-08,0.00874794969928927,32100,2018-05-08,-0.007727975270479082,5090,2018-05-08,-0.0019607843137254832,32000,2018-05-08,0.014263074484944571,157,2018-05-08,0.0,1535,2018-05-08,-0.0058290155440414715,174,2018-05-07,0.0,1896,2018-05-08,0.0031746031746031633
82,2018-05-09,5500,5640,5490,5600,513200,5600,82,33300,2018-05-09,0.0,5920,2018-05-09,0.003389830508474523,13590,2018-05-09,-0.006578947368421018,1829,2018-05-09,-0.00651819663226505,32350,2018-05-09,0.0031007751937983663,5100,2018-05-09,0.0019646365422396617,31550,2018-05-09,0.0015873015873015817,157,2018-05-09,0.0064102564102563875,1544,2018-05-09,-0.0019392372333548735,174,2018-05-07,0.0,1890,2018-05-09,-0.004214963119072657
83,2018-05-10,5580,5620,5550,5600,297700,5600,83,33300,2018-05-10,-0.004484304932735439,5900,2018-05-10,-0.010067114093959773,13680,2018-05-10,0.005143277002204183,1841,2018-05-10,-0.0021680216802167918,32250,2018-05-10,-0.019756838905775065,5090,2018-05-10,0.011928429423459175,31500,2018-05-10,-0.007874015748031482,156,2018-05-10,-0.006369426751592355,1547,2018-05-10,-0.012132822477650018,174,2018-05-10,-0.005714285714285672,1898,2018-05-10,-0.0041972717733472775
84,2018-05-11,5610,5740,5610,5730,381300,5730,84,33450,2018-05-11,-0.0014925373134327957,5960,2018-05-11,0.011884550084889645,13610,2018-05-11,-0.0014673514306676738,1845,2018-05-11,0.0,32900,2018-05-11,0.006116207951070374,5030,2018-05-11,0.0,31750,2018-05-11,-0.036418816388467334,157,2018-05-11,-0.006329113924050667,1566,2018-05-11,-0.003182686187141903,175,2018-05-11,0.005747126436781658,1906,2018-05-11,-0.003659174072138005
85,2018-05-14,5720,5770,5660,5760,346400,5760,85,33500,2018-05-14,0.004497751124437732,5890,2018-05-14,0.0034071550255536653,13630,2018-05-14,-0.002926115581565525,1845,2018-05-14,0.0016286644951140072,32700,2018-05-14,-0.0015267175572518665,5030,2018-05-14,0.00700700700700696,32950,2018-05-14,0.02329192546583858,158,2018-05-14,0.006369426751592355,1571,2018-05-14,0.0,174,2018-05-14,0.005780346820809301,1913,2018-05-14,0.0015706806282722585
86,2018-05-15,5700,5710,5640,5660,462500,5660,86,33350,2018-05-15,0.0,5870,2018-05-15,0.0,13670,2018-05-15,0.00146520146520146,1842,2018-05-15,0.006557377049180246,32750,2018-05-15,0.006144393241167334,4995,2018-05-15,0.0060422960725075026,32200,2018-05-15,0.00782472613458518,157,2018-05-15,0.0064102564102563875,1571,2018-05-15,0.00834403080872903,173,2018-05-15,0.0,1910,2018-05-15,0.0010482180293500676
87,2018-05-16,5600,5610,5520,5530,629000,5530,87,33350,2018-05-16,0.004518072289156683,5870,2018-05-16,-0.013445378151260456,13650,2018-05-16,0.010362694300518172,1830,2018-05-16,-0.007053716766142193,32550,2018-05-16,-0.010638297872340385,4965,2018-05-16,0.010172939979654183,31950,2018-05-16,0.0031397174254317317,156,2018-05-16,-0.006369426751592355,1558,2018-05-16,0.0006422607578677741,173,2018-05-16,0.0,1908,2018-05-16,-0.0031347962382445305
88,2018-05-17,5580,5580,5500,5560,412900,5560,88,33200,2018-05-17,-0.004497751124437732,5950,2018-05-17,0.01018675721561979,13510,2018-05-17,-0.0022156573116691725,1843,2018-05-17,-0.004859611231101457,32900,2018-05-17,0.0,4915,2018-05-17,-0.0020304568527919065,31850,2018-05-17,-0.003129890453834161,157,2018-05-17,0.0,1557,2018-05-17,0.003221649484536071,173,2018-05-17,0.005813953488372103,1914,2018-05-17,-0.002605523710265789
89,2018-05-18,5520,5540,5460,5480,550400,5480,89,33350,2018-05-18,-0.013313609467455634,5890,2018-05-18,0.0,13540,2018-05-18,-0.002945508100147265,1852,2018-05-18,0.0005402485143166658,32900,2018-05-18,0.015432098765432167,4925,2018-05-18,0.0,31950,2018-05-18,0.004716981132075526,157,2018-05-18,0.0,1552,2018-05-18,-0.00512820512820511,172,2018-05-18,-0.005780346820809301,1919,2018-05-18,-0.0025987525987526405
90,2018-05-21,5500,5580,5480,5500,591500,5500,90,33800,2018-05-21,0.007451564828613977,5890,2018-05-21,-0.011744966442952975,13580,2018-05-21,0.005181347150259086,1851,2018-05-21,0.0,32400,2018-05-21,-0.018181818181818188,4925,2018-05-21,-0.0020263424518743856,31800,2018-05-21,0.004739336492890933,157,2018-05-21,0.0064102564102563875,1560,2018-05-21,0.011673151750972721,173,2018-05-21,-0.005747126436781658,1924,2018-05-21,0.001561686621551317
91,2018-05-22,5510,5550,5480,5510,550800,5510,91,33550,2018-05-22,0.010542168674698704,5960,2018-05-22,0.013605442176870763,13510,2018-05-22,0.0,1851,2018-05-22,-0.0021563342318059453,33000,2018-05-22,0.004566210045662045,4935,2018-05-22,0.005091649694501044,31650,2018-05-22,0.009569377990430672,156,2018-05-22,0.0,1542,2018-05-22,-0.003875968992248069,174,2018-05-22,0.005780346820809301,1921,2018-05-22,0.005759162303665022
92,2018-05-23,5430,5470,5380,5420,777900,5420,92,33200,2018-05-23,0.0030211480362538623,5880,2018-05-23,0.0017035775127767216,13510,2018-05-23,0.005956813104988745,1855,2018-05-23,0.0,32850,2018-05-23,0.0076687116564417845,4910,2018-05-23,-0.002032520325203291,31350,2018-05-23,0.01292407108239102,156,2018-05-23,0.01298701298701288,1548,2018-05-23,0.015081967213114833,173,2018-05-23,0.0,1910,2018-05-23,0.011116993118051921
93,2018-05-24,5420,5480,5360,5380,644400,5380,93,33100,2018-05-24,0.015337423312883347,5870,2018-05-24,0.00859106529209619,13430,2018-05-24,0.0007451564828613311,1855,2018-05-24,-0.0005387931034482873,32600,2018-05-24,0.0046224961479199855,4920,2018-05-24,0.0010172939979653517,30950,2018-05-24,0.014754098360655776,154,2018-05-24,0.006535947712418277,1525,2018-05-24,-0.004569190600522188,173,2018-05-23,0.005813953488372103,1889,2018-05-24,-0.001585623678646897
94,2018-05-25,5380,5500,5350,5450,622900,5450,94,32600,2018-05-25,-0.01807228915662651,5820,2018-05-25,-0.02020202020202022,13420,2018-05-25,-0.007396449704141994,1856,2018-05-25,0.004872766648619464,32450,2018-05-25,0.0030911901081915882,4915,2018-05-25,0.003061224489795844,30500,2018-05-25,-0.016129032258064502,153,2018-05-25,-0.012903225806451646,1532,2018-05-25,-0.005840363400389403,172,2018-05-25,0.0,1892,2018-05-25,0.0015881418740073538
95,2018-05-28,5430,5530,5410,5440,431200,5440,95,33200,2018-05-28,0.021538461538461506,5940,2018-05-28,0.0,13520,2018-05-28,0.002223869532987477,1847,2018-05-28,-0.003775620280474623,32350,2018-05-28,0.0,4900,2018-05-28,0.004098360655737654,31000,2018-05-28,0.0,155,2018-05-28,0.006493506493506551,1541,2018-05-28,0.012483574244415152,172,2018-05-28,0.0,1889,2018-05-28,0.004787234042553212
96,2018-05-29,5450,5470,5400,5430,454400,5430,96,32500,2018-05-29,0.010886469673405896,5940,2018-05-29,0.0050761421319796,13490,2018-05-29,0.007468259895444307,1854,2018-05-29,0.001079913606911509,32350,2018-05-29,0.0,4880,2018-05-29,0.01349948078920038,31000,2018-05-28,0.016393442622950838,154,2018-05-29,0.013157894736842035,1522,2018-05-29,0.009283819628647105,172,2018-05-29,0.0,1880,2018-05-29,0.015667206915181087
97,2018-05-30,5420,5430,5340,5410,659700,5410,97,32150,2018-05-30,-0.004643962848297267,5910,2018-05-30,0.00339558573853993,13390,2018-05-30,-0.001491424310216205,1852,2018-05-30,0.003250270855904569,32350,2018-05-30,0.0,4815,2018-05-30,-0.006191950464396245,30500,2018-05-30,0.0,152,2018-05-30,-0.006535947712418277,1508,2018-05-30,-0.007241606319947302,172,2018-05-30,0.0,1851,2018-05-30,-0.009100642398286896
98,2018-05-31,5480,5520,5410,5480,2433600,5480,98,32300,2018-05-31,0.0,5890,2018-05-31,-0.008417508417508435,13410,2018-05-31,-0.005930318754633013,1846,2018-05-31,0.007092198581560183,32350,2018-05-31,0.001547987616099089,4845,2018-05-31,0.008324661810613865,30500,2018-05-31,-0.0032679738562091387,153,2018-05-31,-0.012903225806451646,1519,2018-05-31,0.00596026490066226,172,2018-05-30,0.0,1868,2018-05-31,0.0021459227467810482
99,2018-06-01,5480,5560,5450,5490,557400,5490,99,32300,2018-06-01,-0.018237082066869248,5940,2018-06-01,-0.001680672268907557,13490,2018-06-01,0.0029739776951673846,1833,2018-06-01,-0.008116883116883078,32300,2018-06-01,-0.027108433734939763,4805,2018-06-01,-0.006204756980351611,30600,2018-06-01,0.0049261083743843415,155,2018-06-01,0.0,1510,2018-06-01,-0.013716525146962755,172,2018-06-01,-0.005780346820809301,1864,2018-06-01,-0.012711864406779627
100,2018-06-04,5620,5640,5580,5620,448700,5620,100,32900,2018-06-04,-0.00303030303030305,5950,2018-06-04,0.015358361774743923,13450,2018-06-04,0.0014892032762472418,1848,2018-06-04,-0.004846526655896577,33200,2018-06-04,0.0030211480362538623,4835,2018-06-04,0.013626834381551323,30450,2018-06-04,0.00164473684210531,155,2018-06-04,0.0,1531,2018-06-04,-0.005198180636777128,173,2018-06-04,0.0,1888,2018-06-04,0.0015915119363394403
101,2018-06-05,5660,5700,5600,5680,567900,5680,101,33000,2018-06-05,-0.0060240963855421326,5860,2018-06-05,-0.005093378607809895,13430,2018-06-05,0.001491424310216205,1857,2018-06-05,0.0021586616297895045,33100,2018-06-05,0.0,4770,2018-06-05,0.010593220338983134,30400,2018-06-05,-0.009771986970684043,155,2018-06-05,0.0,1539,2018-06-05,-0.0006493506493506773,173,2018-06-05,0.005813953488372103,1885,2018-06-05,-0.004226096143687297
102,2018-06-06,5660,5660,5580,5620,531300,5620,102,33200,2018-06-06,-0.0030030030030030463,5890,2018-06-06,0.005119453924914641,13410,2018-06-06,-0.007401924500370138,1853,2018-06-06,0.0005399568034556435,33100,2018-06-06,-0.020710059171597628,4720,2018-06-06,-0.020746887966805017,30700,2018-06-06,-0.0032467532467532756,155,2018-06-06,-0.01273885350318471,1540,2018-06-06,-0.009646302250803873,172,2018-06-06,0.0,1893,2018-06-06,-0.006299212598425252
103,2018-06-07,5660,5680,5600,5610,571100,5610,103,33300,2018-06-07,0.01062215477996964,5860,2018-06-07,-0.0017035775127768327,13510,2018-06-07,0.0029695619896066283,1852,2018-06-07,0.0005402485143166658,33800,2018-06-07,0.005952380952380931,4820,2018-06-07,-0.0020703933747412417,30800,2018-06-07,0.001626016260162677,157,2018-06-07,0.0064102564102563875,1555,2018-06-07,0.009085009733938998,172,2018-06-07,0.0,1905,2018-06-07,0.00847008999470611
104,2018-06-08,5610,5730,5610,5690,502500,5690,104,32950,2018-06-08,-0.0015151515151514694,5870,2018-06-08,0.0,13470,2018-06-08,-0.002960769800148033,1851,2018-06-08,0.0010816657652785722,33600,2018-06-08,0.004484304932735439,4830,2018-06-08,-0.0020661157024793875,30750,2018-06-08,-0.0016233766233766378,156,2018-06-08,-0.006369426751592355,1541,2018-06-08,-0.0025889967637540146,172,2018-06-08,0.0,1889,2018-06-08,-0.0031662269129287823
105,2018-06-11,5720,5760,5680,5690,378200,5690,105,33000,2018-06-11,-0.009009009009009028,5870,2018-06-08,-0.005084745762711895,13510,2018-06-11,-0.002952029520295163,1849,2018-06-11,-0.0037715517241379004,33450,2018-06-11,-0.010355029585798814,4840,2018-06-11,-0.007179487179487132,30800,2018-06-11,-0.003236245954692518,157,2018-06-11,0.0064102564102563875,1545,2018-06-11,0.0032467532467532756,172,2018-06-11,0.0,1895,2018-06-11,-0.004203888596952199
106,2018-06-12,5720,5760,5660,5720,335700,5720,106,33300,2018-06-12,0.003012048192771122,5900,2018-06-12,0.001697792869269854,13550,2018-06-12,-0.0029433406916851146,1856,2018-06-12,0.00324324324324321,33800,2018-06-12,-0.002949852507374673,4875,2018-06-12,-0.011156186612576113,30900,2018-06-12,-0.011199999999999988,156,2018-06-12,-0.012658227848101222,1540,2018-06-12,-0.0006489292667098967,172,2018-06-12,0.0,1903,2018-06-12,-0.004186289900575568
107,2018-06-13,5750,5780,5680,5680,346800,5680,107,33200,2018-06-13,0.010654490106544845,5890,2018-06-13,0.005119453924914641,13590,2018-06-13,0.0044345898004434225,1850,2018-06-13,0.0005408328826392861,33900,2018-06-13,0.001477104874446189,4930,2018-06-13,0.0050968399592252744,31250,2018-06-13,0.0,158,2018-06-13,0.0,1541,2018-06-13,0.00653167864141091,172,2018-06-12,0.0,1911,2018-06-13,0.007380073800737907
108,2018-06-14,5740,5760,5680,5680,444100,5680,108,32850,2018-06-14,-0.004545454545454519,5860,2018-06-14,0.02626970227670755,13530,2018-06-14,-0.008064516129032251,1849,2018-06-14,-0.005913978494623606,33850,2018-06-14,0.010447761194029903,4905,2018-06-14,0.006153846153846176,31250,2018-06-13,0.0016025641025640969,158,2018-06-14,0.0,1531,2018-06-14,0.008563899868247793,172,2018-06-14,0.0,1897,2018-06-14,-0.0005268703898840821
