,Date,Open,High,Low,Close,Volume,Trading Value,index,Close_1309,Date_1309,diff_1309,Close_1322,Date_1322,diff_1322,Close_1326,Date_1326,diff_1326,Close_1343,Date_1343,diff_1343,Close_1543,Date_1543,diff_1543,Close_1551,Date_1551,diff_1551,Close_1633,Date_1633,diff_1633,Close_1678,Date_1678,diff_1678,Close_1681,Date_1681,diff_1681,Close_1682,Date_1682,diff_1682,Close_1698,Date_1698,diff_1698
109,2018-06-15,5700,5750,5680,5740,482900,5740,109,33000,2018-06-15,0.007633587786259444,5710,2018-06-15,-0.010398613518197597,13640,2018-06-15,0.014126394052044633,1860,2018-06-15,0.0010764262648008671,33500,2018-06-15,0.010558069381598756,4875,2018-06-15,0.013513513513513598,31200,2018-06-15,0.008077544426494443,158,2018-06-15,0.012820512820512775,1518,2018-06-15,0.02429149797570851,172,2018-06-15,0.0117647058823529,1898,2018-06-15,0.004764425622022284
110,2018-06-18,5680,5770,5680,5750,322800,5750,110,32750,2018-06-18,0.017080745341614856,5770,2018-06-18,0.01763668430335108,13450,2018-06-18,0.006736526946107713,1858,2018-06-18,0.003781739600215994,33150,2018-06-18,0.0075987841945288626,4810,2018-06-18,0.015839493136219573,30950,2018-06-18,0.00978792822185981,156,2018-06-18,0.0,1482,2018-06-18,0.008849557522123908,170,2018-06-18,-0.005847953216374324,1889,2018-06-18,0.012325830653804992
111,2018-06-19,5710,5740,5620,5650,418100,5650,111,32200,2018-06-19,0.0015552099533437946,5670,2018-06-19,-0.00874125874125875,13360,2018-06-19,-0.006691449814126393,1851,2018-06-19,0.000540540540540535,32900,2018-06-19,0.013867488443759735,4735,2018-06-19,-0.011482254697286032,30650,2018-06-19,0.0,156,2018-06-19,0.01298701298701288,1469,2018-06-19,0.0013633265167007913,171,2018-06-19,-0.005813953488372103,1866,2018-06-19,0.0
112,2018-06-20,5640,5680,5560,5650,620200,5650,112,32150,2018-06-20,0.011006289308176154,5720,2018-06-20,0.007042253521126751,13450,2018-06-20,0.015094339622641506,1850,2018-06-20,-0.0064446831364124435,32450,2018-06-20,0.0030911901081915882,4790,2018-06-20,-0.002083333333333326,30650,2018-06-20,0.0,154,2018-06-20,-0.012820512820512775,1467,2018-06-20,-0.011455525606469008,172,2018-06-20,0.0,1866,2018-06-20,-0.004268943436499417
113,2018-06-21,5590,5640,5570,5580,603600,5580,113,31800,2018-06-21,0.014354066985645897,5680,2018-06-21,0.0,13250,2018-06-21,0.003028009084027339,1862,2018-06-21,-0.0048102618920363716,32350,2018-06-21,0.02535657686212356,4800,2018-06-21,0.004184100418409997,30650,2018-06-20,-0.0016286644951140072,156,2018-06-21,0.006451612903225712,1484,2018-06-21,0.014354066985645897,172,2018-06-20,0.029940119760478945,1874,2018-06-21,0.005904455179817525
114,2018-06-22,5510,5570,5480,5530,650500,5530,114,31350,2018-06-22,0.006420545746388395,5680,2018-06-22,-0.005253940455341555,13210,2018-06-22,0.010711553175210442,1871,2018-06-22,0.002142474558114671,31550,2018-06-22,-0.003159557661927326,4780,2018-06-22,0.004201680672268893,30700,2018-06-22,0.008210180623973828,155,2018-06-22,0.006493506493506551,1463,2018-06-22,0.003429355281207025,167,2018-06-22,-0.011834319526627168,1863,2018-06-22,0.004312668463611891
115,2018-06-25,5550,5560,5460,5480,265100,5480,115,31150,2018-06-25,0.021311475409836023,5710,2018-06-25,0.010619469026548645,13070,2018-06-25,-0.014328808446455454,1867,2018-06-25,-0.01736842105263159,31650,2018-06-25,0.0031695721077653616,4760,2018-06-25,0.012765957446808418,30450,2018-06-25,0.00164473684210531,154,2018-06-25,0.006535947712418277,1458,2018-06-25,0.0027510316368637433,169,2018-06-25,0.024242424242424176,1855,2018-06-25,-0.006427423674343902
116,2018-06-26,5420,5440,5350,5400,391100,5400,116,30500,2018-06-26,0.024865591397849496,5650,2018-06-26,0.008928571428571397,13260,2018-06-26,0.00454545454545463,1900,2018-06-26,0.006355932203389925,31550,2018-06-26,-0.026234567901234573,4700,2018-06-26,-0.008438818565400852,30400,2018-06-26,0.0,153,2018-06-26,0.0,1454,2018-06-26,0.009021512838306656,165,2018-06-26,-0.0119760479041916,1867,2018-06-26,0.0037634408602149616
117,2018-06-27,5420,5520,5410,5500,379100,5500,117,29760,2018-06-27,0.009497964721845387,5600,2018-06-27,0.0035842293906809264,13200,2018-06-27,0.0015174506828528056,1888,2018-06-27,0.0031880977683316214,32400,2018-06-27,0.014084507042253502,4740,2018-06-27,0.004237288135593209,30400,2018-06-26,0.009966777408637828,153,2018-06-27,0.0,1441,2018-06-27,0.006284916201117374,167,2018-06-27,0.006024096385542244,1860,2018-06-27,0.003236245954692629
118,2018-06-28,5500,5500,5290,5330,497300,5330,118,29480,2018-06-28,-0.03185550082101807,5580,2018-06-28,0.012704174228675091,13180,2018-06-28,-0.00302571860816947,1882,2018-06-28,0.0010638297872340718,31950,2018-06-28,0.011075949367088667,4720,2018-06-28,-0.005268703898840932,30100,2018-06-28,-0.0016583747927031434,153,2018-06-28,0.006578947368421018,1432,2018-06-28,-0.009681881051175623,166,2018-06-28,0.0060606060606061,1854,2018-06-28,-0.0037614185921547305
119,2018-06-29,5390,5410,5300,5370,474100,5370,119,30450,2018-06-29,0.03712534059945494,5510,2018-06-29,0.0018181818181817189,13220,2018-06-29,0.008390541571319687,1880,2018-06-29,0.002132196162046851,31600,2018-06-29,-0.012499999999999956,4745,2018-06-29,0.016059957173447437,30150,2018-06-29,0.011405568601140503,152,2018-06-29,0.0,1446,2018-06-29,-0.0013812154696132284,165,2018-06-29,-0.0060240963855421326,1861,2018-06-29,0.01749589939857854
120,2018-07-02,5400,5450,5310,5320,482400,5320,120,29360,2018-07-02,0.02335308469850128,5500,2018-07-02,-0.06462585034013602,13110,2018-07-02,0.006139677666922472,1876,2018-07-02,-0.006355932203389814,32000,2018-07-02,0.0062893081761006275,4670,2018-07-02,0.027502750275027577,29810,2018-07-02,0.00879864636209815,152,2018-07-02,0.0,1448,2018-07-02,-0.01763907734056991,166,2018-07-02,0.0,1829,2018-07-02,0.0027412280701755165
121,2018-07-03,5340,5410,5340,5370,516300,5370,121,28690,2018-07-03,0.014497878359264416,5880,2018-07-03,0.050000000000000044,13030,2018-07-03,-0.010630220197418327,1888,2018-07-03,0.0026553372278279586,31800,2018-07-03,0.007923930269413626,4545,2018-07-03,0.02134831460674147,29550,2018-07-03,-0.004715392388009443,152,2018-07-03,0.0,1474,2018-07-03,0.004087193460490468,166,2018-07-03,-0.011904761904761862,1824,2018-07-03,0.0033003300330032292
122,2018-07-04,5410,5510,5400,5490,498900,5490,122,28280,2018-07-04,-0.004225352112676051,5600,2018-07-04,0.03703703703703698,13170,2018-07-04,0.001520912547528619,1883,2018-07-04,-0.0015906680805938267,31550,2018-07-04,-0.004731861198738141,4450,2018-07-04,0.028901734104046284,29690,2018-07-04,0.0,152,2018-07-04,0.0,1468,2018-07-04,0.01591695501730106,168,2018-07-04,0.018181818181818077,1818,2018-07-04,0.006644518272425293
123,2018-07-05,5490,5510,5420,5460,481400,5460,123,28400,2018-07-05,-0.0273972602739726,5400,2018-07-05,0.0018552875695732052,13150,2018-07-05,-0.0007598784194529085,1886,2018-07-05,-0.004223864836325197,31700,2018-07-05,0.0,4325,2018-07-05,-0.028089887640449396,29690,2018-07-04,0.0,152,2018-07-05,0.0,1445,2018-07-05,-0.01566757493188009,165,2018-07-05,0.0,1806,2018-07-05,-0.012035010940919078
124,2018-07-06,5450,5530,5410,5470,405500,5470,124,29200,2018-07-06,-0.0010263427984946727,5390,2018-07-06,-0.03749999999999998,13160,2018-07-06,-0.0022744503411675776,1894,2018-07-06,-0.00263296471827279,31700,2018-07-05,-0.006269592476489061,4450,2018-07-06,-0.011111111111111072,29690,2018-07-04,-0.011980033277870228,152,2018-07-06,-0.006535947712418277,1468,2018-07-06,-0.0013605442176870541,165,2018-07-06,-0.0060240963855421326,1828,2018-07-06,-0.0016384489350081965
125,2018-07-09,5490,5620,5490,5600,248500,5600,125,29230,2018-07-09,-0.02240802675585285,5600,2018-07-09,-0.007092198581560294,13190,2018-07-09,-0.003023431594860182,1899,2018-07-09,0.006359300476947549,31900,2018-07-09,-0.007776049766718529,4500,2018-07-09,-0.007717750826901848,30050,2018-07-09,-0.0016611295681062677,153,2018-07-09,-0.00649350649350644,1470,2018-07-09,-0.010101010101010055,166,2018-07-09,-0.005988023952095856,1831,2018-07-09,-0.004350190320826508
126,2018-07-10,5600,5610,5400,5400,549000,5400,126,29900,2018-07-10,0.009793988517392771,5640,2018-07-10,0.04444444444444451,13230,2018-07-10,0.004555808656036442,1887,2018-07-10,0.0021242697822623224,32150,2018-07-10,0.014195583596214423,4535,2018-07-10,0.005543237250554389,30100,2018-07-10,0.02555366269165238,154,2018-07-10,0.0,1485,2018-07-10,0.015731874145006763,167,2018-07-10,0.018292682926829285,1839,2018-07-10,0.010995052226498103
127,2018-07-11,5390,5460,5380,5430,488000,5430,127,29610,2018-07-11,-0.009698996655518433,5400,2018-07-11,0.0,13170,2018-07-11,-0.0045351473922902175,1883,2018-07-11,-0.0026483050847457834,31700,2018-07-11,-0.0015748031496063408,4510,2018-07-11,0.0,29350,2018-07-11,-0.00339558573853993,154,2018-07-11,-0.019108280254777066,1462,2018-07-11,-0.014160485502360043,164,2018-07-11,-0.012048192771084376,1819,2018-07-11,-0.005467468562055822
128,2018-07-12,5490,5580,5470,5530,388100,5530,128,29900,2018-07-12,0.01287262872628725,5400,2018-07-12,0.034482758620689724,13230,2018-07-12,-0.0007552870090634656,1888,2018-07-12,-0.0015864621893177944,31750,2018-07-12,-0.009360374414976613,4510,2018-07-12,-0.015283842794759805,29450,2018-07-12,-0.004731328151402536,157,2018-07-12,-0.012578616352201255,1483,2018-07-12,-0.012649800266311573,166,2018-07-12,0.012195121951219523,1829,2018-07-12,-0.009745533297238818
129,2018-07-13,5560,5680,5540,5640,312500,5640,129,29520,2018-07-13,0.015829318651066737,5220,2018-07-13,0.0,13240,2018-07-13,0.0037907505686125553,1891,2018-07-13,-0.003162888771744865,32050,2018-07-13,0.014240506329114,4580,2018-07-13,0.009922822491730932,29590,2018-07-13,-0.01530782029950084,159,2018-07-13,0.0,1502,2018-07-13,0.00468227424749168,164,2018-07-13,0.0,1847,2018-07-13,-0.010712372790573133
130,2018-07-17,5710,5830,5710,5790,376500,5790,130,29060,2018-07-17,-0.017579445571331953,5220,2018-07-17,-0.0019120458891013214,13190,2018-07-17,0.006102212051868783,1897,2018-07-17,-0.002628811777076745,31600,2018-07-17,0.004769475357710551,4535,2018-07-17,-0.010905125408942173,30050,2018-07-17,-0.0016611295681062677,159,2018-07-17,0.0,1495,2018-07-17,-0.007304116865869847,164,2018-07-17,0.0,1867,2018-07-17,0.0010723860589811895
131,2018-07-18,5830,5870,5730,5740,351200,5740,131,29580,2018-07-18,-0.009708737864077666,5230,2018-07-18,-0.04735883424408016,13110,2018-07-18,0.003828483920367498,1902,2018-07-18,0.0026357406431207764,31450,2018-07-18,0.0112540192926045,4585,2018-07-18,-0.003260869565217428,30100,2018-07-18,0.0033333333333334103,159,2018-07-18,0.006329113924050667,1506,2018-07-18,-0.0033090668431502435,164,2018-07-18,-0.012048192771084376,1865,2018-07-18,0.0026881720430107503
132,2018-07-19,5740,5750,5680,5680,226000,5680,132,29870,2018-07-19,-0.0043333333333333,5490,2018-07-19,0.020446096654274992,13060,2018-07-19,0.00230237912509601,1897,2018-07-19,-0.0031529164477140936,31100,2018-07-19,0.021346469622331776,4600,2018-07-19,0.015452538631346657,30000,2018-07-19,0.006711409395973256,158,2018-07-19,0.012820512820512775,1511,2018-07-19,0.02094594594594601,166,2018-07-19,0.0060606060606061,1860,2018-07-19,0.004862236628849326
133,2018-07-20,5680,5730,5650,5730,307700,5730,133,30000,2018-07-20,0.001335113484646211,5380,2018-07-20,0.0,13030,2018-07-20,0.007733952049497228,1903,2018-07-20,0.010084925690021285,30450,2018-07-20,0.017034068136272618,4530,2018-07-20,0.0022123893805310324,29800,2018-07-20,0.006076975016880537,156,2018-07-20,-0.006369426751592355,1480,2018-07-20,0.013004791238877544,165,2018-07-20,0.0,1851,2018-07-20,-0.0026939655172413257
134,2018-07-23,5710,5800,5700,5720,339800,5720,134,29960,2018-07-23,-0.002995008319467529,5380,2018-07-23,-0.0037037037037036535,12930,2018-07-23,0.006225680933852118,1884,2018-07-23,0.0047999999999999154,29940,2018-07-23,-0.021568627450980427,4520,2018-07-23,-0.016322089227421066,29620,2018-07-23,0.0,157,2018-07-23,0.0,1461,2018-07-23,-0.014170040485829927,165,2018-07-23,0.0060975609756097615,1856,2018-07-23,0.0016189962223420729
135,2018-07-24,5740,5750,5690,5710,232000,5710,135,30050,2018-07-24,-0.004966887417218513,5400,2018-07-24,0.0,12850,2018-07-24,-0.003875968992248069,1875,2018-07-24,-0.0005330490405117683,30600,2018-07-24,-0.0032573289902280145,4595,2018-07-24,-0.0075593952483801186,29620,2018-07-23,0.0,157,2018-07-24,0.0,1482,2018-07-24,-0.011340893929286167,164,2018-07-24,-0.0060606060606061,1853,2018-07-24,-0.001616379310344862
136,2018-07-25,5710,5710,5640,5690,239300,5690,136,30200,2018-07-25,0.0016583747927032544,5400,2018-07-25,0.0,12900,2018-07-25,0.0,1876,2018-07-25,0.0016017084890549427,30700,2018-07-25,-0.01602564102564108,4630,2018-07-25,-0.015940488841657774,29620,2018-07-23,-0.014309484193011701,157,2018-07-25,0.0,1499,2018-07-25,-0.0033244680851063357,165,2018-07-25,0.0,1856,2018-07-25,-0.006955591225254132
137,2018-07-26,5780,5820,5740,5740,469700,5740,137,30150,2018-07-26,0.006006006006006093,5400,2018-07-26,0.0,12900,2018-07-26,-0.009216589861751112,1873,2018-07-26,-0.005310674455655917,31200,2018-07-26,0.003215434083601254,4705,2018-07-26,0.004268943436499528,30050,2018-07-26,0.0,157,2018-07-26,-0.012578616352201255,1504,2018-07-26,-0.0026525198938992522,165,2018-07-26,-0.0060240963855421326,1869,2018-07-26,-0.005851063829787284
138,2018-07-27,5840,5840,5390,5570,1211700,5570,138,29970,2018-07-27,-0.0108910891089109,5400,2018-07-26,0.0,13020,2018-07-27,0.01322957198443575,1883,2018-07-27,0.005339028296849957,31100,2018-07-27,0.003225806451612856,4685,2018-07-27,0.005364806866952732,30050,2018-07-26,0.0,159,2018-07-27,-0.012422360248447228,1508,2018-07-27,0.0006635700066357497,166,2018-07-27,-0.011904761904761862,1880,2018-07-27,0.0010649627263046302
139,2018-07-30,5520,5520,5360,5390,586600,5390,139,30300,2018-07-30,0.010000000000000009,5400,2018-07-30,0.0,12850,2018-07-30,-0.01001540832049308,1873,2018-07-30,-0.00847008999470622,31000,2018-07-30,-0.003215434083601254,4660,2018-07-30,0.004310344827586299,30050,2018-07-30,0.010423671822461289,161,2018-07-30,0.0,1507,2018-07-30,0.0026613439787093185,168,2018-07-30,-0.00591715976331364,1878,2018-07-30,0.006430868167202508
140,2018-07-31,5400,5430,5320,5360,714300,5360,140,30000,2018-07-31,-0.00990099009900991,5400,2018-07-31,0.009345794392523255,12980,2018-07-31,0.0030911901081915882,1889,2018-07-31,-0.0010576414595452333,31100,2018-07-31,-0.011128775834658211,4640,2018-07-31,0.0010787486515642097,29740,2018-07-31,0.009847198641765642,161,2018-07-31,-0.006172839506172867,1503,2018-07-31,-0.007920792079207928,169,2018-07-31,-0.00588235294117645,1866,2018-07-31,-0.005330490405117239
141,2018-08-01,5400,5450,5320,5430,521500,5430,141,30300,2018-08-01,0.033424283765347784,5350,2018-08-01,0.0,12940,2018-08-01,0.0062208398133747345,1891,2018-08-01,0.001058761249338236,31450,2018-08-01,0.0015923566878981443,4635,2018-08-01,0.005422993492407713,29450,2018-08-01,0.01551724137931032,162,2018-08-01,-0.006134969325153339,1515,2018-08-01,0.02020202020202011,170,2018-08-01,0.00591715976331364,1876,2018-08-01,0.008060182697474438
142,2018-08-02,5400,5450,5290,5310,364100,5310,142,29320,2018-08-02,0.006868131868131844,5350,2018-08-02,0.017110266159695797,12860,2018-08-02,0.0039032006245121043,1889,2018-08-02,-0.0021130480718436484,31400,2018-08-02,0.011272141706924366,4610,2018-08-02,0.0065502183406114245,29000,2018-08-02,0.01327742837176804,163,2018-08-02,0.012422360248447228,1485,2018-08-02,-0.003355704697986628,169,2018-08-02,0.005952380952380931,1861,2018-08-02,0.004317323259579009
143,2018-08-03,5340,5340,5200,5230,468500,5230,143,29120,2018-08-03,0.003100241129865733,5260,2018-08-03,0.005736137667303964,12810,2018-08-03,-0.003112840466926059,1893,2018-08-03,0.0015873015873015817,31050,2018-08-03,0.001612903225806539,4580,2018-08-03,0.021181716833890807,28620,2018-08-03,-0.0017439832577607062,161,2018-08-03,-0.018292682926829285,1490,2018-08-03,-0.002009377093101117,168,2018-08-03,-0.00591715976331364,1853,2018-08-03,0.0048806941431669415
144,2018-08-06,5270,5330,5250,5270,449400,5270,144,29030,2018-08-06,-0.011239782016348787,5230,2018-08-06,-0.005703422053231932,12850,2018-08-06,0.007053291536050166,1890,2018-08-06,0.0021208907741250282,31000,2018-08-06,0.016393442622950838,4485,2018-08-06,0.004479283314669624,28670,2018-08-06,0.007732864674868223,164,2018-08-06,0.012345679012345734,1493,2018-08-06,-0.00731382978723405,169,2018-08-06,0.024242424242424176,1844,2018-08-06,-0.00324324324324321
145,2018-08-07,5260,5300,5230,5300,333500,5300,145,29360,2018-08-07,-0.009446693657219951,5260,2018-08-07,0.00766283524904221,12760,2018-08-07,-0.000783085356303892,1886,2018-08-07,0.009095773140716856,30500,2018-08-07,-0.006514657980456029,4465,2018-08-07,-0.004459308807134854,28450,2018-08-07,-0.012495661228740018,162,2018-08-07,-0.006134969325153339,1504,2018-08-07,0.010752688172043001,165,2018-08-07,-0.023668639053254448,1850,2018-08-07,0.0037981551817689585
146,2018-08-08,5280,5310,5230,5240,312200,5240,146,29640,2018-08-08,-0.007035175879396949,5220,2018-08-08,0.0,12770,2018-08-08,-0.0007824726134585402,1869,2018-08-08,0.003759398496240518,30700,2018-08-08,0.0032679738562091387,4485,2018-08-08,-0.005543237250554278,28810,2018-08-08,0.014079549454417473,163,2018-08-08,-0.0060975609756097615,1488,2018-08-08,0.004726536124240344,169,2018-08-08,0.005952380952380931,1843,2018-08-08,0.0038126361655772545
147,2018-08-09,5240,5260,5220,5240,182300,5240,147,29850,2018-08-09,-0.0033388981636059967,5220,2018-08-09,0.0,12780,2018-08-09,0.006299212598425141,1862,2018-08-09,0.0005373455131649774,30600,2018-08-09,0.008237232289950658,4510,2018-08-09,0.0022222222222221255,28410,2018-08-09,0.020107719928186718,164,2018-08-09,0.012345679012345734,1481,2018-08-09,0.004067796610169427,168,2018-08-09,0.030674846625766916,1836,2018-08-09,0.007683863885839637
148,2018-08-10,5240,5260,5200,5230,281200,5230,148,29950,2018-08-10,0.009437141894169221,5220,2018-08-10,-0.015094339622641506,12700,2018-08-10,0.005542359461599311,1861,2018-08-10,0.007034632034631949,30350,2018-08-10,0.0033057851239668423,4500,2018-08-10,0.020408163265306145,27850,2018-08-10,0.020146520146520075,162,2018-08-10,0.018867924528301883,1475,2018-08-10,0.02076124567474058,163,2018-08-10,-0.01807228915662651,1822,2018-08-10,0.01787709497206702
149,2018-08-13,5230,5280,5170,5190,389300,5190,149,29670,2018-08-13,0.008497620666213512,5300,2018-08-13,0.0,12630,2018-08-13,0.0071770334928229484,1848,2018-08-13,-0.003236245954692518,30250,2018-08-13,0.008333333333333304,4410,2018-08-13,-0.002262443438914019,27300,2018-08-13,-0.017985611510791366,159,2018-08-13,0.0,1445,2018-08-13,0.004867872044506338,166,2018-08-13,-0.005988023952095856,1790,2018-08-13,-0.008310249307479256
150,2018-08-14,5220,5260,5180,5250,394800,5250,150,29420,2018-08-14,0.020464793617759325,5300,2018-08-13,0.0,12540,2018-08-14,0.0023980815347721673,1854,2018-08-14,-0.001615508885298822,30000,2018-08-14,-0.008264462809917328,4420,2018-08-14,-0.001129943502824804,27800,2018-08-14,0.00907441016333932,159,2018-08-14,-0.006249999999999978,1438,2018-08-14,0.004891684136967056,167,2018-08-14,0.0,1805,2018-08-14,0.006131549609810438
151,2018-08-15,5210,5210,5080,5120,570700,5120,151,28830,2018-08-15,0.01514084507042246,5300,2018-08-15,0.02316602316602312,12510,2018-08-15,0.00887096774193541,1857,2018-08-15,-0.0032206119162641045,30250,2018-08-15,0.04490500863557867,4425,2018-08-15,0.0022650056625141968,27550,2018-08-15,0.002547307132459986,160,2018-08-15,0.0,1431,2018-08-15,0.019230769230769162,167,2018-08-15,0.05031446540880502,1794,2018-08-15,0.0022346368715084886
152,2018-08-16,5090,5140,5060,5090,529700,5090,152,28400,2018-08-16,-0.017640954686959476,5180,2018-08-16,0.0,12400,2018-08-16,0.004862236628849326,1863,2018-08-16,0.006482982171799101,28950,2018-08-16,-0.034034034034034044,4415,2018-08-16,-0.0011312217194570096,27480,2018-08-16,0.001457725947521915,160,2018-08-16,0.0062893081761006275,1404,2018-08-16,-0.01196340605207602,159,2018-08-16,-0.012422360248447228,1790,2018-08-16,-0.008310249307479256
153,2018-08-17,5110,5150,5100,5120,351900,5120,153,28910,2018-08-17,0.006966213862765525,5180,2018-08-17,0.0,12340,2018-08-17,-0.005640612409347323,1851,2018-08-17,-0.006441223832528209,29970,2018-08-17,-0.0026622296173044457,4420,2018-08-17,0.005688282138794021,27440,2018-08-17,-0.009028530155290704,159,2018-08-17,-0.012422360248447228,1421,2018-08-17,0.0014094432699083281,161,2018-08-17,-0.006172839506172867,1805,2018-08-17,0.002777777777777768
154,2018-08-20,5120,5150,5090,5130,375600,5130,154,28710,2018-08-20,-0.018796992481203034,5180,2018-08-20,0.0,12410,2018-08-20,-0.0040128410914928025,1863,2018-08-20,0.001612903225806539,30050,2018-08-20,-0.008250825082508295,4395,2018-08-20,0.020905923344947785,27690,2018-08-20,0.005446623093681824,161,2018-08-20,0.006250000000000089,1419,2018-08-20,-0.0069979006298110935,162,2018-08-20,0.018867924528301883,1800,2018-08-20,0.0044642857142858094
155,2018-08-21,5130,5190,5120,5170,417200,5170,155,29260,2018-08-21,-0.004761904761904745,5180,2018-08-21,0.0,12460,2018-08-21,-0.0031999999999999806,1860,2018-08-21,-0.003749330476700563,30300,2018-08-21,0.0,4305,2018-08-21,-0.022701475595913734,27540,2018-08-21,0.0,160,2018-08-21,0.0,1429,2018-08-21,-0.006949270326615742,159,2018-08-21,-0.006249999999999978,1792,2018-08-21,-0.0049972237645752315
156,2018-08-22,5130,5150,5070,5150,412400,5150,156,29400,2018-08-22,-0.00976759851801956,5180,2018-08-21,-0.017077798861480087,12500,2018-08-22,-0.0007993605115906854,1867,2018-08-22,0.0010723860589811895,30300,2018-08-22,-0.016233766233766267,4405,2018-08-22,-0.015642458100558643,27540,2018-08-21,-0.0021739130434782483,160,2018-08-22,-0.006211180124223614,1439,2018-08-22,-0.006215469613259694,160,2018-08-22,-0.006211180124223614,1801,2018-08-22,0.0005555555555556424
157,2018-08-23,5220,5240,5170,5200,408600,5200,157,29690,2018-08-23,-0.007023411371237409,5270,2018-08-23,0.0,12510,2018-08-23,-0.0023923444976076125,1865,2018-08-23,-0.000535905680600246,30800,2018-08-23,0.0032573289902280145,4475,2018-08-23,-0.013230429988974612,27600,2018-08-23,-0.010043041606886627,161,2018-08-23,-0.006172839506172867,1448,2018-08-23,0.0,161,2018-08-23,0.0,1800,2018-08-23,-0.0055248618784530246
158,2018-08-24,5250,5330,5250,5320,365600,5320,158,29900,2018-08-24,-0.0023356690023356164,5270,2018-08-23,-0.005660377358490565,12540,2018-08-24,-0.011820330969267157,1866,2018-08-24,0.0010729613733906351,30700,2018-08-24,-0.01759999999999995,4535,2018-08-24,-0.01413043478260867,27880,2018-08-24,-0.013446567586694935,162,2018-08-24,-0.006134969325153339,1448,2018-08-24,-0.008219178082191747,161,2018-08-24,0.006250000000000089,1810,2018-08-24,-0.006040637012630468
159,2018-08-27,5340,5400,5330,5390,332200,5390,159,29970,2018-08-27,0.0020060180541625616,5300,2018-08-27,0.0,12690,2018-08-27,-0.005485893416927845,1864,2018-08-27,-0.0016068559185860032,31250,2018-08-27,-0.007936507936507908,4600,2018-08-27,-0.0010857763300760048,28260,2018-08-27,-0.0077247191011236005,163,2018-08-27,0.0,1460,2018-08-27,-0.01284651791751179,160,2018-08-27,0.0,1821,2018-08-27,-0.004373974849644635
160,2018-08-28,5400,5410,5330,5390,401800,5390,160,29910,2018-08-28,-0.0003342245989305104,5300,2018-08-28,0.0,12760,2018-08-28,0.00710339384372527,1867,2018-08-28,-0.004797441364605581,31500,2018-08-28,0.0015898251192367763,4605,2018-08-28,-0.019169329073482455,28480,2018-08-28,-0.003150157507875395,163,2018-08-28,-0.0060975609756097615,1479,2018-08-28,0.004073319755600879,160,2018-08-28,-0.006211180124223614,1829,2018-08-28,-0.004354926510615087
161,2018-08-29,5410,5450,5400,5420,350400,5420,161,29920,2018-08-29,0.009787377657779261,5300,2018-08-29,0.0,12670,2018-08-29,-0.0023622047244094,1876,2018-08-29,0.0026723677177979965,31450,2018-08-29,-0.012558869701726816,4695,2018-08-29,-0.012618296529968487,28570,2018-08-29,0.004924375659514535,164,2018-08-29,0.006134969325153339,1473,2018-08-29,0.0,161,2018-08-29,0.006250000000000089,1837,2018-08-29,0.0016357688113413094
162,2018-08-30,5450,5450,5370,5410,384900,5410,162,29630,2018-08-30,0.01022843504943749,5300,2018-08-30,0.027131782945736482,12700,2018-08-30,0.0039525691699604515,1871,2018-08-30,0.002142474558114671,31850,2018-08-30,-0.016975308641975273,4755,2018-08-30,0.0,28430,2018-08-30,-0.0007029876977152627,163,2018-08-30,0.006172839506172867,1473,2018-08-30,0.005460750853242269,160,2018-08-30,0.019108280254777066,1834,2018-08-30,0.0027337342810278553
163,2018-08-31,5430,5550,5430,5530,467800,5530,163,29330,2018-08-31,0.004452054794520599,5160,2018-08-31,0.0217821782178218,12650,2018-08-31,0.002377179080824021,1867,2018-08-31,0.000535905680600246,32400,2018-08-31,-0.003076923076923088,4755,2018-08-31,0.013859275053304865,28450,2018-08-31,0.021177315147164366,162,2018-08-31,0.006211180124223503,1465,2018-08-31,0.006181318681318659,157,2018-08-31,-0.006329113924050667,1829,2018-08-31,0.007713498622589521
164,2018-09-03,5510,5600,5480,5580,310700,5580,164,29200,2018-09-03,0.0,5050,2018-09-03,-0.047169811320754707,12620,2018-09-03,-0.0015822784810126667,1866,2018-09-03,-0.002139037433155133,32500,2018-09-03,-0.010654490106544956,4690,2018-09-03,0.004282655246252709,27860,2018-09-03,-0.0028632784538296097,161,2018-09-03,0.006250000000000089,1456,2018-09-03,-0.002739726027397249,158,2018-09-03,0.0,1815,2018-09-03,-0.0011007154650523043
165,2018-09-04,5580,5580,5500,5550,298400,5550,165,29200,2018-09-04,0.004126547455295837,5300,2018-09-04,0.0,12640,2018-09-04,0.005568814638027053,1870,2018-09-04,0.005376344086021501,32850,2018-09-04,-0.003034901365705611,4670,2018-09-04,-0.004264392324093813,27940,2018-09-04,0.013788098693759077,160,2018-09-04,0.0062893081761006275,1460,2018-09-04,0.018131101813110284,158,2018-09-04,0.0,1817,2018-09-04,0.007206208425720728
166,2018-09-05,5530,5570,5500,5530,294400,5530,166,29080,2018-09-05,0.0027586206896552667,5300,2018-09-04,0.0,12570,2018-09-05,0.0023923444976077235,1860,2018-09-05,-0.003215434083601254,32950,2018-09-05,0.01228878648233489,4690,2018-09-05,0.024017467248908186,27560,2018-09-05,0.008784773060029227,159,2018-09-05,0.006329113924050667,1434,2018-09-05,0.0070224719101124045,158,2018-09-05,-0.0062893081761006275,1804,2018-09-05,0.007258514796203208
